Entry	Gene names
P26651	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP
P50607	TUB
Q9NNX1	TUFT1
O00295	TULP2 TUBL2
O75386	TULP3 TUBL3
Q9BZA0	TTTY10 TTY10
Q9BZ98	TTTY12 TTY12
Q9BZ97	TTTY13 TTY13
Q5BVD1	TTMP C3orf52
A0A0B4J1U6	TRBV9
A0A0A6YYJ7	TRAV8-3
A6NH52	TVP23A FAM18A
A0A075B6T8	TRAV9-1
A0A0B4J245	TRAV12-1
Q96ET8	TVP23C FAM18B2 Nbla10383
A0A075B6N3	TRBV24-1
A0JD32	TRAV38-2DV8
A0A0B4J265	TRAV26-2
A0A5B0	TRBV14 TCRBV14S1 TCRBV16S1A1N1
A0A0B4J274	TRAV20
A0A0K0K1B3	TRBV30
A0A0B4J272	TRAV24
P04437	TRAV29DV5
A0A087WSZ9	TRAV30
P0DPF4	TRAV35
Q6IBS0	TWF2 PTK9L MSTP011
A0A0A6YYG2	TRBV6-6
A0A0K0K1E9	TRBV7-7
A0A0J9YY54	TEX13D
Q8WVJ9	TWIST2 BHLHA39 DERMO1
P40222	TXLNA TXLN
Q9NX01	TXNL4B DIM2 DLP
Q86VQ3	TXNDC2 SPTRX SPTRX1
Q9BZA5	TXLNGY CYorf15A CYorf15B TXLNG2P
Q9H3M7	TXNIP VDUP1
O43396	TXNL1 TRP32 TXL TXNL
O60830	TIMM17B TIM17B JM3
Q96Q45	TMEM237 ALS2CR4
Q8N6T0	TOP6BL C11orf80
Q9NZR1	TMOD2 NTMOD
Q9Y5U5	TNFRSF18 AITR GITR UNQ319/PRO364
Q9Y2L5	TRAPPC8 KIAA1012
Q9HC21	SLC25A19 DNC MUP1
P55327	TPD52
O00220	TNFRSF10A APO2 DR4 TRAILR1
Q6PIZ9	TRAT1 TCRIM HSPC062
Q96RJ3	TNFRSF13C BAFFR BR3
Q8IWZ5	TRIM42
Q9BUZ4	TRAF4 CART1 MLN62 RNF83
O00463	TRAF5 RNF84
Q6ZMU5	TRIM72 MG53
Q8NG06	TRIM58
Q8IWR1	TRIM59 RNF104 TRIM57 TSBF1
Q13049	TRIM32 HT2A
P07477	PRSS1 TRP1 TRY1 TRYP1
P07478	PRSS2 TRY2 TRYP2
P35030	PRSS3 PRSS4 TRY3 TRY4
Q6ZSZ6	TSHZ1 SDCCAG33 TSH1
Q86UF1	TSPAN33 PEN
P0CW01	TSPY10
Q2NL82	TSR1 KIAA1401
P41732	TSPAN7 A15 DXS1692E MXS1 TM4SF2
Q96NA8	TSNARE1
Q8NFU3	TSTD1 KAT
Q5TGU0	TSPO2 BZRPL1
Q9H0U9	TSPYL1 TSPYL
Q92623	TTC9 KIAA0227 TTC9A
Q96AY4	TTC28 KIAA1043 TPRBK
Q9H313	TTYH1
Q9C0H2	TTYH3 KIAA1691
Q8NHH1	TTLL11 C9orf20
O00294	TULP1 TUBL1
Q5TAX3	TUT4 KIAA0191 ZCCHC11
Q9P2J2	IGSF9 IGSF9A KIAA1355 NRT1
Q9UPX0	IGSF9B KIAA1030
A0A0K0K1A3	TRBV10-1
A0A584	TRBV11-2 TCRBV21S3A2N2T
P01733	TRBV12-3 TCRBV12S3 TCRBV8S1
A0A1B0GX78	TRBV12-5
A0A075B6N2	TRBV20-1
A0A0B4J264	TRAV38-1
A0A087WT03	TRAV26-1
A0A0B4J238	TRAV1-2
A0A087WV62	TRBV16
A0A5B6	TRBV28 TCRBV3S1
A0A1B0GX68	TRBV2
A0A0B4J276	TRAV25
A0A0C4DH59	TRBV5-4
A0A0B4J263	TRAV39
A0A0B4J266	TRAV41
A0A0K0K1A5	TRBV6-5
A0A0A6YYG3	TRBV6-8
A0A1B0GX95	TRBV7-4
Q5T292	TMEM273 C10orf128
P23510	TNFSF4 TXGP1
Q8N2U0	TMEM256 C17orf61
Q9NW97	TMEM51 C1orf72
Q6P589	TNFAIP8L2
P32971	TNFSF8 CD30L CD30LG
O43399	TPD52L2
Q8WVT3	TRAPPC12 TRAMM TTC15 CGI-87
O95361	TRIM16 EBBP
Q6Q0C0	TRAF7 RFWD1 RNF119
Q9NQ86	TRIM36 RBCC728 RNF98
Q7Z4N2	TRPM1 LTRPC1 MLSN MLSN1
Q9HCF6	TRPM3 KIAA1616 LTRPC3
Q8TD43	TRPM4 LTRPC4
Q9BX84	TRPM6 CHAK2
Q96QT4	TRPM7 CHAK1 LTRPC7
Q7Z2W7	TRPM8 LTRPC6 TRPP8
Q9Y5S1	TRPV2 VRL
Q9Y606	PUS1 PP8985
Q2T9K0	TMEM44
Q68CL5	TPGS2 C18orf10 HMFN0601 L17
P0DI82	TRAPPC2B SEDLP1 TRAPPC2.19 TRAPPC2P1
Q8N609	TRAM1L1
Q9ULW0	TPX2 C20orf1 C20orf2 DIL2 HCA519
O15016	TRIM66 C11orf29 KIAA0298
Q8N7C3	TRIML2 SPRYD6
P34981	TRHR
Q86UV6	TRIM74 TRIM50C
Q6UXN2	TREML4 TLT4 UNQ9425/PRO34675
O15050	TRANK1 KIAA0342 LBA1
P48995	TRPC1 TRP1
Q13507	TRPC3 TRP3
Q86UB9	TMEM135
Q6ZMR5	TMPRSS11A ECRG1 HATL1 HESP
Q8NDV7	TNRC6A CAGH26 KIAA1460 TNRC6
P60174	TPI1 TPI
Q96KB5	PBK TOPK
Q17RH7	TPRXL
P62995	TRA2B SFRS10
Q6F5E7	TXNRD3NB TR2IT1 TXNRD3IT1 TXNRD3NT1
Q9UPV9	TRAK1 KIAA1042 OIP106
O15533	TAPBP NGS17 TAPA
Q9Y4K3	TRAF6 RNF85
Q9BQ61	TRIR C19orf43
Q6NT89	TRNP1 C1orf225 TRNP
Q86TN4	TRPT1
Q9H1K6	TLNRD1 MESDC1
Q8N4H5	TOMM5 C9orf105 TOM5
P48553	TRAPPC10 EHOC1 TMEM1
A6NDI0	TRIM49B RNF18B
Q6ZNB5	
Q6P9F5	TRIM40 RNF35
Q9Y577	TRIM17 RBCC RNF16 TERF
Q9BVG3	TRIM62
Q9BZR9	TRIM8 GERP RNF27
Q13061	TRDN
Q8IYM9	TRIM22 RNF94 STAF50
Q8IWZ4	TRIM48 RNF101
I1YAP6	TRIM77 TRIM77P
Q9C035	TRIM5 RNF88
Q96FX7	TRMT61A C14orf172 TRM61
Q9UJA5	TRMT6 KIAA1153 TRM6 CGI-09
Q9NZQ8	TRPM5 LTRPC5 MTR1
Q9H1D0	TRPV6 ECAC2
Q8WWH5	TRUB1 PUS4
O95900	TRUB2
Q7RTX0	TAS1R3 T1R3 TR3
Q96A04	TSACC C1orf182
Q15661	TPSAB1 TPS1 TPS2 TPSB1
Q12999	TSPAN31 SAS
Q8NDW8	TTC21A STI2
O95859	TSPAN12 NET2 TM4SF12 UNQ774/PRO1568
Q99598	TSNAX TRAX
Q9UJT2	TSKS STK22S1 TSKS1
O60635	TSPAN1
Q9H489	TSPY26P TSPYL3
Q8NBP0	TTC13 PSEC0076
Q8NEE8	TTC16
Q5JU69	TOR2A TORP1 UNQ6408/PRO21181
Q93096	PTP4A1 PRL1 PTPCAAX1
Q9NS56	TOPORS LUN TP53BPL
P20333	TNFRSF1B TNFBR TNFR2
Q9BW30	TPPP3 CGI-38
Q9UL33	TRAPPC2L HSPC126
Q9BX59	TAPBPL
Q15633	TARBP2 TRBP
P01848	TRAC TCRA
Q495X7	TRIM60 RNF129 RNF33
Q7Z4G4	TRMT11 C6orf75 MDS024
Q9C040	TRIM2 KIAA0517 RNF86
Q86XT4	TRIM50 TRIM50A
Q86UV7	TRIM73 TRIM50B
Q9C019	TRIM15 RNF93 ZNF178 ZNFB7
O94759	TRPM2 EREG1 KNP3 LTRPC2 TRPC7
Q9UHF7	TRPS1
Q8NER1	TRPV1 VR1
Q8NET8	TRPV3
Q9HBA0	TRPV4 VRL2 VROAC
Q9NQA5	TRPV5 ECAC1
Q9Y4A5	TRRAP PAF400
Q9BZJ3	TPSD1
Q9NNW7	TXNRD2 KIAA1652 TRXR2
Q8NCL8	TMEM116
Q9NV29	TMEM100
Q02880	TOP2B
Q8N2E6	TOR2A HEMBA1005096 PSEC0218
Q12974	PTP4A2 PRL2 PTPCAAX2 BM-008
O14798	TNFRSF10C DCR1 LIT TRAILR3 TRID UNQ321/PRO366
Q9UBN6	TNFRSF10D DCR2 TRAILR4 TRUNDD UNQ251/PRO288
P08582	MELTF MAP97 MFI2
Q7Z2T5	TRMT1L C1orf25 TRM1L MSTP070
P03979	TRGV3 TCRB TCRGV3
Q15643	TRIP11 CEV14
Q9UBN4	TRPC4
Q9UL62	TRPC5 TRP5
Q9Y210	TRPC6 TRP6
Q9HCX4	TRPC7 TRP7
Q969D9	TSLP
A6NKD2	TSPY2 TSPYQ1
P0CW00	TSPY8
Q9Y5U2	TSSC4
Q9NX07	TRNAU1AP SECP43 TRSPAP1
Q96NG3	TTC25
Q2M3C6	TMEM266 C15orf27
Q9NS93	TM7SF3
A5PLN9	TRAPPC13 C5orf44
Q6P7N7	TMEM81 UNQ2788/PRO7178
Q9NS68	TNFRSF19 TAJ TROY UNQ1888/PRO4333
O15405	TOX3 CAGF9 TNRC9
B3SHH9	TMEM114
Q969S6	TMEM203
Q5TGY1	TMCO4
Q15363	TMED2 RNP24
Q8IV31	TMEM139 UNQ1932/PRO4407
Q7Z7H5	TMED4 ERS25
Q9Y5R8	TRAPPC1 BET5 MUM2
Q07011	TNFRSF9 CD137 ILA
Q6NT04	TIGD7
A0A1B0GTI8	TMEM272
O75888	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715
Q9BTV4	TMEM43 UNQ2564/PRO6244
Q9H497	TOR3A ADIR
Q8NE00	TMEM104
P41273	TNFSF9
Q9H330	TMEM245 C9orf5
A2RRL7	TMEM213
Q13470	TNK1
Q8TBM7	TMEM254 C10orf57
Q96HE8	TMEM80
Q9Y3A6	TMED5 CGI-100 UNQ397/PRO733
Q96HV5	TMEM41A UNQ168/PRO194
Q69YG0	TMEM42
O43557	TNFSF14 HVEML LIGHT UNQ391/PRO726
P45378	TNNT3
Q9BSE2	TMEM79 MATT
P09493	TPM1 C15orf13 TMSA
Q99595	TIMM17A MIMT17 TIM17 TIM17A TIMM17
Q5JXX7	TMEM31
Q9NZ63	C9orf78 HCA59
O95150	TNFSF15 TL1 VEGI
Q8NHX9	TPCN2 TPC2
Q3LXA3	TKFC DAK
Q969P6	TOP1MT
Q02223	TNFRSF17 BCM BCMA
Q6PF06	TRMT10B RG9MTD3
Q7Z2V1	C16orf82
Q9P2C4	TMEM181 GPR178 KIAA1423
A0A286YF58	TMEM271
O43711	TLX3 HOX11L2
Q5T215	TRAPPC3L BET3L
Q9Y3Q3	TMED3 C15orf22 UNQ5357/PRO1078
Q15388	TOMM20 KIAA0016
Q8N9M5	TMEM102
A6NLX4	TMEM210
Q8NEW7	TMIE
Q6NUQ4	TMEM214 PP446
Q6UE05	TMEM270 WBSCR28
Q6UW68	TMEM205 UNQ501/PRO1018
P43489	TNFRSF4 TXGP1L
O94842	TOX4 C14orf92 KIAA0737
Q8WZ42	TTN
A0A075B6Y3	TRAJ3
Q5JTD0	TJAP1 PILT TJP4
O43897	TLL1 TLL
Q8WVP5	TNFAIP8L1
Q9BVK6	TMED9 GP25L2
Q9H6F2	TMEM38A
Q96AN5	TMEM143 UNQ5922/PRO19813
Q7Z5S9	TMEM144
A0PJW6	TMEM223
E9PQX1	TMEM262
A6NDV4	TMEM8B C9orf127 NGX6
A6NFA1	TRABD2B HKAT TIKI2
P01033	TIMP1 CLGI TIMP
Q86XT9	TMEM219
Q9NYK1	TLR7 UNQ248/PRO285
O14925	TIMM23 TIM23
Q8WW34	TMEM239
Q9BXS4	TMEM59 C1orf8 HSPC001 UNQ169/PRO195
Q15399	TLR1 KIAA0012
Q96B77	TMEM186 C16orf51
A0AVI4	TMEM129
Q24JQ0	TMEM241 C18orf45
O15321	TM9SF1
Q9BQ16	SPOCK3 TICN3 UNQ409/PRO771
Q96SK2	TMEM209
Q8TDI7	TMC2 C20orf145 UNQ907/PRO1928
Q9BSF4	TIMM29 c19orf52
Q9BSI4	TINF2 TIN2
Q03169	TNFAIP2
Q9NR97	TLR8 UNQ249/PRO286
Q5SV17	TMEM240 C1orf70
Q8NCS4	TMEM35B ZMYM6NB
Q9BVW5	TIPIN
Q9NX78	TMEM260 C14orf101
Q8WVE6	TMEM171
Q99727	TIMP4
Q5T4D3	TMTC4
Q9H2K2	TNKS2 PARP5B TANK2 TNKL
Q6PEY1	TMEM88 TMEM88A
O75204	TMEM127
Q5VVB8	TMEM244 C6orf191
Q6ZT21	TMPPE
O75663	TIPRL
Q6UXY8	TMC5 UNQ8238/PRO33604
Q9BRR3	TMEM246 C9orf125
Q6YI46	TMEM64
Q6ZVM7	TOM1L2
Q9BXR5	TLR10 UNQ315/PRO358
Q8IUR5	TMTC1 ARG99
Q9H808	TLE6
Q9HBJ8	TMEM27 UNQ679/PRO1312
Q5SWH9	TMEM69 C1orf154 HSPC229
A2RU14	TMEM218
Q15025	TNIP1 KIAA0113 NAF1
Q8NFZ5	TNIP2 ABIN2 FLIP1
P01374	LTA TNFB TNFSF1
O95807	TMEM50A SMP1 UNQ386/PRO718
Q5SNT2	TMEM201 NET5 SAMP1
Q9UNS1	TIMELESS TIM TIM1 TIMELESS1
O96008	TOMM40 C19orf1 PEREC1 TOM40
Q5HYL7	TMEM196
Q0P6H9	TMEM62
Q93038	TNFRSF25 APO3 DDR3 DR3 TNFRSF12 WSL WSL1 UNQ455/PRO779
Q14106	TOB2 KIAA1663 TOB4 TROB2
O95411	TIAF1
Q9BZD6	PRRG4 PRGP4 TMG4
Q04726	TLE3 KIAA1547
P45379	TNNT2
O15455	TLR3
P48023	FASLG APT1LG1 CD95L FASL TNFSF6
Q4KMQ1	TPRN C9orf75
Q9C0B7	TANGO6 KIAA1746 TMCO7
P28908	TNFRSF8 CD30 D1S166E
P0DKB5	TPBGL
Q12933	TRAF2 TRAP3
Q6PJ69	TRIM65
Q96DX7	TRIM44 DIPB
P36406	TRIM23 ARD1 ARFD1 RNF46
Q9BYV2	TRIM54 MURF MURF3 RNF30
O43715	TRIAP1 15E1.1 HSPC132
Q9UPQ4	TRIM35 HLS5 KIAA1098
Q8N6I4	TMEM251 C14orf109
Q8N9V7	TOPAZ1 C3orf77
O95985	TOP3B TOP3B1
Q9H0E2	TOLLIP
Q8IWU9	TPH2 NTPH
Q9NS69	TOMM22 TOM22
Q309B1	TRIM16L TRIM70
Q07283	TCHH THH THL TRHY
Q13114	TRAF3 CAP1 CRAF1
Q7L0X0	TRIL KIAA0644
Q9NUP7	TRMT13 CCDC76
Q6ZTA4	TRIM67 TNL
Q6AZZ1	TRIM68 GC109 RNF137 SS56
Q86WT6	TRIM69 RNF36 HSD-34 HSD34
Q15650	TRIP4
Q96A61	TRIM52 RNF102
Q9BYV6	TRIM55 MURF2 RNF29
Q9BU70	TRMO C9orf156 HSPC219
Q5T2D2	TREML2 C6orf76 TLT2 UNQ6268/PRO20473
Q12815	TROAP
Q9NZ43	USE1 USE1L MDS032
Q9Y3A2	UTP11 UTP11L CGI-94 HDCMB12P
Q9Y2C2	UST DS2ST
Q9Y5J1	UTP18 WDR50 CDABP0061 CGI-48
P46939	UTRN DMDL DRP1
O95399	UTS2 UNQ525/PRO1068
Q8IY57	YAF2
P30518	AVPR2 ADHR DIR DIR3 V2R
A8MTW9	
Q86TA4	
A8MUA0	
P61421	ATP6V0D1 ATP6D VPATPD
O15342	ATP6V0E1 ATP6H ATP6V0E
Q8TAA9	VANGL1 STB2
P23763	VAMP1 SYB1
O95292	VAPB UNQ484/PRO983
P51809	VAMP7 SYBL1
Q96A05	ATP6V1E2 ATP6E1 ATP6EL2 ATP6V1EL2
Q9UKW4	VAV3
P67809	YBX1 NSEP1 YB1
P52735	VAV2
P21796	VDAC1 VDAC
P11473	VDR NR1I1
P15692	VEGFA VEGF
P16989	YBX3 CSDA DBPA
Q99990	VGLL1 TDU
Q14135	VGLL4 KIAA0121
Q6RSH7	VHLL VLP
Q9BQB6	VKORC1 VKOR MSTP134 MSTP576 UNQ308/PRO351
Q709C8	VPS13C KIAA1421
P63124	HERV-K104
P63119	ERVK-21
P63129	ERVK-24
Q9UN37	VPS4A VPS4
Q15849	SLC14A2 HUT2 UT2
Q9NYH9	UTP6 C17orf40 HCA66 MHAT
P21283	ATP6V1C1 ATP6C ATP6D VATC
Q16864	ATP6V1F ATP6S14 VATF
Q96LB4	ATP6V1G3 ATP6G3
P27449	ATP6V0C ATP6C ATP6L ATPL
O43915	VEGFD FIGF
Q6ZUG5	
Q0VG73	
P17948	FLT1 FLT FRT VEGFR1
P35968	KDR FLK1 VEGFR2
P35916	FLT4 VEGFR3
O15240	VGF
Q8N8G2	VGLL2 VITO1
A8MV65	VGLL3
Q9P2U7	SLC17A7 BNPI VGLUT1
Q9P2U8	SLC17A6 DNPI VGLUT2
Q8NDX2	SLC17A8 VGLUT3
Q9H598	SLC32A1 VGAT VIAAT
Q00341	HDLBP HBP VGL
P09327	VIL1 VIL
Q6PFW1	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1
P32241	VIPR1
Q6UXI7	VIT UNQ647/PRO1277
Q9P2Y5	UVRAG
Q9Y5K8	ATP6V1D ATP6M VATD
O75348	ATP6V1G1 ATP6G ATP6G1 ATP6J
Q96JH7	VCPIP1 KIAA1850 VCIP135
Q9HBM0	VEZT
Q1RN00	
P40337	VHL
O43314	PPIP5K2 HISPPD1 KIAA0433 VIP2
P41587	VIPR2 VIP2R
P01282	VIP
Q5THJ4	VPS13D KIAA0453
O75436	VPS26A VPS26
Q4G0F5	VPS26B
P63120	ERVK-19
Q9UKI3	VPREB3 UNQ355/PRO619
P11684	SCGB1A1 CC10 CCSP UGB
Q15853	USF2 BHLHB12
Q8TED0	UTP15
A0A1B0GUX0	ATP6V1FNB
Q15836	VAMP3 SYB3
O75379	VAMP4
Q52LC2	ATP6AP1L
Q86V25	VASH2 VASHL
Q6EMK4	VASN SLITL2 UNQ314/PRO357/PRO1282
P36543	ATP6V1E1 ATP6E ATP6E2
P19320	VCAM1
O14598	VCY BPY1 VCY1A; VCY1B BPY1B
P49765	VEGFB VRF
P08670	VIM
Q69YN4	VIRMA KIAA1429 MSTP054
Q05940	SLC18A2 SVMT VMAT2
Q9GZP7	VN1R1 V1RL1 VNR19I1
Q7Z7G8	VPS13B CHS1 COH1 KIAA0532
Q9H267	VPS33B
Q86XT2	VPS37D WBSCR24
Q8N0Z9	VSIG10
Q9H8Y1	VRTN C14orf115
Q96QK1	VPS35 MEM3 TCCCTA00141
Q9H269	VPS16
Q9NZR4	VSX1 RINX
Q5VTH9	WDR78
Q96S55	WRNIP1 WHIP
Q86XK7	VSIG1 GPA34
Q9UK41	VPS28
P58304	VSX2 CHX10 HOX10
Q9Y4E1	WASHC2C FAM21C KIAA0592
Q5GH72	XKR7 C20orf159 XRG7
Q9P2S5	WRAP73 WDR8
Q8IUB2	WFDC3 WAP14
O75351	VPS4B SKD1 VPS42 MIG1
Q96JG6	VPS50 CCDC132 KIAA1861
Q9NQH7	XPNPEP3
Q9Y6I0	ERVK-6 ERVK6
Q8NEZ2	VPS37A HCRP1
Q86Y07	VRK2
Q9UID3	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382
Q9H270	VPS11 RNF108 PP3476
O14904	WNT9A WNT14
Q8N398	VWA5B2
P56704	WNT3A
Q6UXN9	WDR82 TMEM113 WDR82A UNQ9342/PRO34047
Q9H9H4	VPS37B
Q96IQ7	VSIG2 CTH CTXL UNQ2770/PRO7154
Q15906	VPS72 TCFL1 YL1
P63125	ERVK-25
Q9UBQ0	VPS29 DC15 DC7 MDS007
Q7Z5K2	WAPL FOE KIAA0261 WAPAL
Q9Y6I7	WSB1 SWIP1
Q86VZ2	WDR5B
Q8TAF3	WDR48 KIAA1449 UAF1
Q9H6R7	WDCP C2orf44 PP384
Q14508	WFDC2 HE4 WAP5
Q96EX3	WDR34
Q8WWY7	WFDC12 C20orf122 WAP2 UNQ544/PRO844
O43516	WIPF1 WASPIP WIP
Q9BTA9	WAC KIAA1844
O43895	XPNPEP2
Q5SRD0	WASHC2D FAM21D
A2RRH5	WDR27
Q6AWC2	WWC2 BOMB
Q9ULE0	WWC3 KIAA1280
P51811	XK XKR1 XRG1
O14609	XKRY XKRY1
Q7Z5U6	WDR53
Q9UNX4	WDR3
Q92889	ERCC4 ERCC11 XPF
Q96DN2	VWCE URG11
Q8IV35	WDR49
O75083	WDR1
A8MWX3	WASH4P FAM39CP
Q9Y2W2	WBP11 NPWBP SIPP1 SNP70
Q6PCB0	VWA1
Q9P2L0	WDR35 IFT121 KIAA1336
Q7Z7D3	VTCN1 B7H4 UNQ659/PRO1291
Q93097	WNT2B WNT13
Q6ZW31	SYDE1
Q5VT97	SYDE2
Q6PI48	DARS2
Q2MKA7	RSPO1
P82675	MRPS5
O60783	MRPS14
Q9Y2R5	MRPS17 RPMS17 HSPC011
P82663	MRPS25 RPMS25
Q9Y3D9	MRPS23 CGI-138 HSPC329
P82673	MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213
P82909	MRPS36 DC47
Q6ICC9	RTL6 LDOC1L MAR6 MART6
Q9BWD3	RTL8A CXX1B FAM127B MAR8A
Q92541	RTF1 KIAA0252
Q9BY42	RTFDC1 C20orf43 AD-007 CDA05 HSPC164 HSPC169
Q9BZR6	RTN4R NOGOR UNQ330/PRO526
Q9BST9	RTKN RTKN1
Q5QGT7	RTP2 Z3CXXC2
Q9BQQ7	RTP3 TMEM7 Z3CXXC3
Q9NQC3	RTN4 KIAA0886 NOGO My043 SP1507
Q92752	TNR
Q9HBL0	TNS1 TNS
Q68CZ2	TNS3 TEM6 TENS1 TPP
Q8IZW8	TNS4 CTEN PP14434
Q16473	TNXA XA
Q99973	TEP1 TLP1 TP1
P55072	VCP
Q9H5Q4	TFB2M NS5ATP5
Q12800	TFCP2 LSF SEF
Q14186	TFDP1 DP1
Q14188	TFDP2 DP2
Q5H9I0	TFDP3 DP4 HCA661
P15923	TCF3 BHLHB21 E2A ITF1
P19532	TFE3 BHLHE33
P19484	TFEB BHLHE35
O14948	TFEC BHLHE34 TCFEC TFECL
Q03167	TGFBR3
P37173	TGFBR2
Q15583	TGIF1 TGIF
O95932	TGM6 TGM3L
O43548	TGM5 TGMX
Q5JRA6	MIA3 KIAA0268 TANGO UNQ6077/PRO20088
O43493	TGOLN2 TGN46 TGN51
Q9Y4F4	TOGARAM1 FAM179B KIAA0423
Q6ZUX3	TOGARAM2 FAM179A
Q9H987	SYNPO2L
Q16563	SYPL1 SYPL
Q5VXT5	SYPL2
P14410	SI
Q9H5I1	SUV39H2 KMT1B
P68371	TUBB4B TUBB2C
Q9GZN2	TGIF2
P22735	TGM1 KTG
P21980	TGM2
Q08188	TGM3
P49221	TGM4
Q96PF1	TGM7
H3BV60	TGFBR3L
Q7L3T8	PARS2
P08247	SYP
Q9BXR0	QTRT1 TGT TGUT
Q8WTV1	THAP3
Q8WY91	THAP4 CGI-36 PP238
Q7Z6K1	THAP5
Q8TBB0	THAP6
Q9BT49	THAP7
Q8NA92	THAP8
Q9H5L6	THAP9
P24557	TBXAS1 CYP5 CYP5A1
P10827	THRA EAR7 ERBA1 NR1A1 THRA1 THRA2
P05543	SERPINA7 TBG
P82932	MRPS6 C21orf101 RPMS6
P82933	MRPS9 RPMS9
O15235	MRPS12 RPMS12 RPSM12
Q9Y3D3	MRPS16 RPMS16 CGI-132
P82921	MRPS21 RPMS21 MDS016
Q9Y291	MRPS33 CGI-139 PTD003
Q96EL2	MRPS24 HSPC335
Q9Y2Q9	MRPS28 MRPS35 HSPC007
P51398	DAP3 MRPS29
Q9BSG5	RTBDN
A6ZKI3	RTL8C CXX1 FAM127A MAR8 MAR8C MART8
O75298	RTN2 NSPL1
O95197	RTN3 ASYIP NSPL2
Q8IZC4	RTKN2 PLEKHK1
A6NKG5	RTL1 MAR1 MART1 PEG11
Q9UMX1	SUFU UNQ650/PRO1280
Q13277	STX3 STX3A
O95425	SVIL
Q9BRV3	SLC50A1 RAG1AP1 SCP
Q8IXB3	TRARG1 IFITMD3 LOST1 TUSC5
Q8N4V2	SVOP
Q58G82	SYT14P1 SYT14L SYT14LP1 SYTDEP
Q5JTZ9	AARS2 AARSL KIAA1270
Q7Z7G0	ABI3BP NESHBP TARSH
P22105	TNXB HXBL TNX TNXB1 TNXB2 XB
Q6URK8	TEPP
Q8NA31	TERB1 CCDC79
Q8NHR7	TERB2 C15orf43
Q9Y6M0	PRSS21 ESP1 TEST1 UNQ266/PRO303
Q9UGI8	TES
Q8NFU7	TET1 CXXC6 KIAA1676 LCX
Q9NXF1	TEX10 L18 Nbla10363
Q8IYF3	TEX11
Q9BXU0	TEX12
Q8IWB6	TEX14 SGK307
Q9BXT5	TEX15
Q8NA77	TEX19
C9J3V5	TEX22
Q8N6G2	TEX26 C13orf26
O15482	TEX28 CXorf2; TEX28P1; TEX28P2
Q8N6K0	TEX29 C13orf16
Q8IWB9	TEX2 KIAA1738 TMEM96
Q5JUR7	TEX30 C13orf27
O43247	TEX33 C22orf33 EAN57
Q5T0J7	TEX35 C1orf49
Q5VZQ5	TEX36 C10orf122
Q96LM6	TEX37 C2orf51 TSC21
Q6PEX7	TEX38 ATPAF1-AS1 C1orf223
Q6ZNM6	TEX43 C5orf48
Q53QW1	TEX44 C2orf57
Q8NA69	TEX45 C19orf45
H3BTG2	TEX46 C1orf234
Q8TBZ9	TEX47 C7orf62
A0A1B0GUV7	TEX48
A0A1B0GTD5	TEX49
A0A1B0GTY4	TEX50
A0A1B0GUA7	TEX51
A6NCN8	TEX52
A0A1B0GU33	TEX53
A0A1B0GVG6	TEX54
Q8N6V9	TEX9
P52655	GTF2A1 TF2A1
Q9UNN4	GTF2A1L ALF GTF2A1LF
Q12789	GTF3C1
Q8WUA4	GTF3C2 KIAA0011
Q9Y5Q9	GTF3C3
Q9UKN8	GTF3C4
Q9Y5Q8	GTF3C5 CDABP0017
Q969F1	GTF3C6 C6orf51 CDA020 NPD020
Q04206	RELA NFKB3
Q9HCS4	TCF7L1 TCF3
Q9NQB0	TCF7L2 TCF4
Q00059	TFAM TCF6 TCF6L2
Q01664	TFAP4 BHLHC41
Q8WVM0	TFB1M CGI-75
Q06330	RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH
Q15526	SURF1 SURF-1
Q5T5J6	SWT1 C1orf26
P04350	TUBB4A TUBB4 TUBB5
Q5T160	RARS2 RARSL
P59538	TAS2R31 TAS2R44
P59544	TAS2R50
P59533	TAS2R38 PTC
P59534	TAS2R39
P59535	TAS2R40 GPR60
O75478	TADA2A TADA2L KL04P
Q86TJ2	TADA2B ADA2B
Q6P1K8	GTF2H2C; GTF2H2C_2 GTF2H2D
P09758	TACSTD2 GA733-1 M1S1 TROP2
Q6P1X5	TAF2 CIF150 TAF2B
Q5VWG9	TAF3
Q53LP3	SOWAHC ANKRD57 C2orf26
Q6NVH7	SWSAP1 C19orf39
O43463	SUV39H1 KMT1A SUV39H
Q13509	TUBB3 TUBB4
Q8IZU3	SYCP3 SCP3
Q7Z422	SZRD1 C1orf144
Q5T011	SZT2 C1orf84 KIAA0467
A6NGB0	TMEM191C
Q3YBM2	TMEM176B LR8
Q8IX01	SUGP2 KIAA0365 SFRS14
Q9NYB0	TERF2IP DRIP5 RAP1 PP8000
P28347	TEAD1 TCF13 TEF1
Q15562	TEAD2 TEF4
Q99594	TEAD3 TEAD5 TEF5
Q15561	TEAD4 RTEF1 TCF13L1 TEF3
Q96MN5	TCEANC2 C1orf83
Q8N8B7	TCEANC
Q15185	PTGES3 P23 TEBP
Q5HYJ1	TECRL SRD5A2L2
